product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,eDRAM,Execution Units,Intel® Quick Sync Video,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,TJUNCTION,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
93742,Intel® Xeon® Processor E3-1585 v5,2025-03-11 09:36:40,https://www.intel.com/content/www/us/en/products/sku/93742/intel-xeon-processor-e31585-v5-8m-cache-3-50-ghz/specifications.html,Intel® Xeon® Processor E3 v5 Family,Products formerly Skylake,Server,E3-1585V5,14 nm,4,8,3.90 GHz,3.90 GHz,3.50 GHz,8 MB,8 GT/s,0,65 W,Discontinued,Q2'16,End of Servicing Lifetime,"Friday, September 30, 2022",No,View now,64 GB,"DDR3L,LPDDR3 1600MHz, DDR4 2133MHz at 1.2V",2,Yes,Intel® Iris® Pro Graphics P580,350 MHz,1.15 GHz,64 GB,128 MB,72,Yes,Yes,Yes,3,0x193A,1S Only,3.0,"1x16,2x8,1x8+2x4",16,FCBGA1440,1,.,100,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
