product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Processor Base Frequency,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Burst Frequency,Sockets Supported,Package Size,Intel® 64 ‡,Instruction Set,Intel® AES New Instructions,Intel® Virtualization Technology (VT-x) ‡
80267,Intel Atom® Processor Z3795,2025-03-11 09:27:40,https://www.intel.com/content/www/us/en/products/sku/80267/intel-atom-processor-z3795-2m-cache-up-to-2-39-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Bay Trail,Mobile,Z3795,22 nm,4,2.39 GHz,1.59 GHz,2 MB L2 Cache,2 W,Discontinued,Q1'14,End of Servicing Lifetime,No,4 GB,LPDDR3 1066,2,17.1 GB/s,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,311 MHz,778 MHz,UTFCBGA1380,17mm x 17mm,Yes,64-bit,Yes,Yes
