product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
47921,Intel® Xeon® Processor X5660,2025-03-11 09:37:28,https://www.intel.com/content/www/us/en/products/sku/47921/intel-xeon-processor-x5660-12m-cache-2-80-ghz-6-40-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,X5660,32 nm,6,12,3.20 GHz,2.80 GHz,12 MB Intel® Smart Cache,6.4 GT/s,2,95 W,Discontinued,Q1'10,End of Servicing Lifetime,No,288 GB,DDR3 800/1066/1333,3,32 GB/s,40-bit,Yes,"FCLGA1366,LGA1366",2,81.3°C,42.5mmX45mm,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
