product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
232171,Intel® Core™ i9-13900HX Processor,2025-03-11 09:38:49,https://www.intel.com/content/www/us/en/products/sku/232171/intel-core-i913900hx-processor-36m-cache-up-to-5-40-ghz/specifications.html,13th Generation Intel® Core™ i9 Processors,Products formerly Raptor Lake,Mobile,i9-13900HX,Intel 7,24,8,16,32,5.40 GHz,5.40 GHz,5.40 GHz,3.90 GHz,36 MB Intel® Smart Cache,55 W,157 W,45 W,Yes,Launched,Q1'23,No,View now,192 GB,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,89.6 GB/s,Intel® UHD Graphics for 13th Gen Intel® Processors,1.65 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",32,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12.1,4.6,3.0,2,Yes,4,0xA788,4.0,8,1S Only,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCBGA1964,1,100°C,100 °C,45.0 mm x 37.5 mm,Yes,3.0,Yes,Yes,Yes,Yes,1.2,Yes,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
