product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65738,Intel® Pentium® Processor G2100T,2025-03-11 09:30:29,https://www.intel.com/content/www/us/en/products/sku/65738/intel-pentium-processor-g2100t-3m-cache-2-60-ghz/specifications.html,Intel® Pentium® Processor G Series,Products formerly Ivy Bridge,Desktop,G2100T,22 nm,2,2,2.60 GHz,3 MB Intel® Smart Cache,5 GT/s,35 W,Discontinued,Q3'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,View now,32 GB,DDR3 1333/1600,2,25.6 GB/s,Yes,Intel® HD Graphics for 3rd Generation Intel® Processors,650 MHz,1.05 GHz,No,No,No,3,2.0,"up to 1x16, 2x8, 1x8 & 2x4",FCLGA1155,1,2011A,37.5mm x 37.5mm,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
