product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
53491,Intel® Pentium® Processor G850,2025-03-11 09:30:58,https://www.intel.com/content/www/us/en/products/sku/53491/intel-pentium-processor-g850-3m-cache-2-90-ghz/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Sandy Bridge,Desktop,G850,32 nm,2,2,2.90 GHz,3 MB Intel® Smart Cache,5 GT/s,65 W,Discontinued,Q2'11,End of Servicing Updates,"Tuesday, December 31, 2019",Yes,PC/Client/Tablet,32 GB,DDR3 1066/1333,2,21 GB/s,Intel® HD Graphics for 2nd Generation Intel® Processors,850 MHz,1.10 GHz,No,No,Yes,No,2,2.0,FCLGA1155,1,69.1°C,37.5mm x 37.5mm,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
