product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
52206,Intel® Core™ i5-2300 Processor,2025-03-11 09:44:45,https://www.intel.com/content/www/us/en/products/sku/52206/intel-core-i52300-processor-6m-cache-up-to-3-10-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Sandy Bridge,Desktop,i5-2300,32 nm,4,4,3.10 GHz,3.10 GHz,2.80 GHz,6 MB Intel® Smart Cache,5 GT/s,95 W,Discontinued,Q1'11,Q2'2012,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32 GB,DDR3 1066/1333,2,21 GB/s,No,Intel® HD Graphics 2000,850 MHz,1.10 GHz,Yes,Yes,Yes,Yes,2,0x102,2.0,16,LGA1155,1,72.6°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
