product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
42771,Intel® Celeron® Processor E3300,2025-03-11 09:29:08,https://www.intel.com/content/www/us/en/products/sku/42771/intel-celeron-processor-e3300-1m-cache-2-50-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Wolfdale,Desktop,E3300,45 nm,2,2.50 GHz,1 MB L2 Cache,800 MHz,65 W,0.8500V-1.3625V,Discontinued,Q3'09,End of Servicing Lifetime,No,LGA775,74.1°C,No,No,Yes,No,Yes,64-bit,Yes,Yes,Yes,No,No,Yes
