product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Supply Status,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Sockets Supported,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65728,Intel® Xeon® Processor E3-1265L v2,2025-03-11 09:37:04,https://www.intel.com/content/www/us/en/products/sku/65728/intel-xeon-processor-e31265l-v2-8m-cache-2-50-ghz/specifications.html,Intel® Xeon® Processor E3 v2 Family,Products formerly Ivy Bridge,Server,E3-1265LV2,22 nm,4,8,3.50 GHz,3.50 GHz,2.50 GHz,8 MB Intel® Smart Cache,5 GT/s,45 W,Discontinued,Q2'12,Discontinued,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32.77 GB,DDR3 1333/1600,2,Yes,Intel® HD Graphics 2500,650 MHz,1.15 GHz,Yes,Yes,Yes,Yes,Yes,3,3.0,"1x16 & 1x4, 2x8 & 1x4 or 1x8 & 3x4",FCLGA1155,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes
