product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Cache,Total L2 Cache,Processor Base Power,Maximum Turbo Power,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Standard Manageability (ISM) ‡,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
230577,Intel® Core™ i5-13400T Processor,2025-03-11 09:39:04,https://www.intel.com/content/www/us/en/products/sku/230577/intel-core-i513400t-processor-20m-cache-up-to-4-40-ghz/specifications.html,13th Generation Intel® Core™ i5 Processors,Products formerly Raptor Lake,Desktop,i5-13400T,Intel 7,$221.00,10,6,4,16,4.40 GHz,4.40 GHz,3.00 GHz,1.30 GHz,1.00 GHz,20 MB Intel® Smart Cache,9.5 MB,35 W,82 W,Launched,Q1'23,No,PC/Client/Tablet,View now,192 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,76.8 GB/s,Intel® UHD Graphics 730,300 MHz,1.55 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",24,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,3.0,1,Yes,Yes,4,0x4682,4.0,8,1S Only,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,PCG 2020D,100°C,45.0 mm x 37.5 mm,100 °C,Yes,3.0,Yes,Yes,Yes,No,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
