product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
28031,Intel® Xeon® Processor E5320,2025-03-11 09:38:09,https://www.intel.com/content/www/us/en/products/sku/28031/intel-xeon-processor-e5320-8m-cache-1-86-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Clovertown,Server,E5320,65 nm,4,1.86 GHz,8 MB L2 Cache,1066 MHz,Yes,80 W,1.0000V-1.5000V,Discontinued,Q4'06,Q1'2009,End of Servicing Lifetime,No,32-bit,No,"LGA771,PLGA771",66°C,37.5mm x 37.5mm,286 mm2,582 million,No,No,Yes,No,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
