product_id,name,time,source
49156,Intel® Pentium® Processor U5400,2025-03-11 09:31:09,https://www.intel.com/content/www/us/en/products/sku/49156/intel-pentium-processor-u5400-3m-cache-1-20-ghz/specifications.html
