product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Datasheet,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
40478,Intel® Pentium® Processor E5400,2025-03-11 09:31:15,https://www.intel.com/content/www/us/en/products/sku/40478/intel-pentium-processor-e5400-2m-cache-2-70-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Wolfdale,Desktop,E5400,45 nm,2,2.70 GHz,2 MB L2 Cache,800 MHz,65 W,0.8500V-1.3625V,Discontinued,Q1'09,End of Servicing Updates,No,View now,LGA775,1,74.1°C,37.5mm x 37.5mm,82 mm2,228 million,No,No,No,Yes,64-bit,Yes,Yes,No,Yes,No,No,Yes
