product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Performance-core Base Frequency,Cache,Total L2 Cache,Processor Base Power,Maximum Turbo Power,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
96144,Intel® Core™ i5-12500 Processor,2025-03-11 09:39:43,https://www.intel.com/content/www/us/en/products/sku/96144/intel-core-i512500-processor-18m-cache-up-to-4-60-ghz/specifications.html,12th Generation Intel® Core™ i5 Processors,Products formerly Alder Lake,Desktop,i5-12500,Intel 7,$222.00-$232.00,6,6,0,12,4.60 GHz,4.60 GHz,3.00 GHz,18 MB Intel® Smart Cache,7.5 MB,65 W,117 W,Launched,Q1'22,Yes,"PC/Client/Tablet, Workstation",View now,128 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,76.8 GB/s,Yes,Intel® UHD Graphics 770,300 MHz,1.45 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",32,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,3.0,2,Yes,Yes,4,0x4690,4.0,8,1S Only,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,PCG 2020C,100°C,45.0 mm x 37.5 mm,100 °C,Yes,3.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,"Intel vPro® Enterprise, Intel vPro® Essentials",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
