product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Smart Response Technology,Intel® My WiFi Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® Memory Protection Extensions (Intel® MPX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
96507,Intel® Celeron® Processor 3865U,2025-03-11 09:28:36,https://www.intel.com/content/www/us/en/products/sku/96507/intel-celeron-processor-3865u-2m-cache-1-80-ghz/specifications.html,Intel® Celeron® Processor 3000 Series,Products formerly Kaby Lake,Mobile,3865U,14 nm,2,2,1.80 GHz,2 MB Intel® Smart Cache,4 GT/s,15 W,10 W,Discontinued,Q1'17,End of Servicing Lifetime,"Tuesday, December 31, 2024",No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,Intel® HD Graphics 610,300 MHz,900 MHz,32 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,Yes,Yes,3,0x5906,2.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,"FCBGA1356,FPBGA1356",1,100°C,42mm X 24mm,Yes,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
