product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Processor Base Frequency,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Burst Frequency,USB Revision,Sockets Supported,TJUNCTION,Package Size,Intel® 64 ‡,Instruction Set,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Virtualization Technology (VT-x) ‡
80270,Intel Atom® Processor Z3745,2025-03-11 09:27:40,https://www.intel.com/content/www/us/en/products/sku/80270/intel-atom-processor-z3745-2m-cache-up-to-1-86-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Bay Trail,Mobile,Z3745,22 nm,4,1.86 GHz,1.33 GHz,2 MB L2 Cache,2 W,Discontinued,Q1'14,End of Servicing Lifetime,No,4 GB,LPDDR3 1066,2,17.1 GB/s,No,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,311 MHz,778 MHz,2.0/3.0,UTFCBGA1380,90°C,17mm x 17mm,Yes,64-bit,Yes,Yes,Yes
