product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
30796,Intel® Xeon® Processor X7350,2025-03-11 09:38:08,https://www.intel.com/content/www/us/en/products/sku/30796/intel-xeon-processor-x7350-8m-cache-2-93-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,X7350,65 nm,4,2.93 GHz,8 MB L2 Cache,1066 MHz,Yes,130 W,1.0000V-1.5000V,Discontinued,Q3'07,Q1'2010,End of Servicing Lifetime,No,"PGA604,PPGA604",66°C,53.3mm x 53.3mm,286 mm2,582 million,No,No,Yes,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
