product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
58664,Intel® Core™ i7-980 Processor,2025-03-11 09:44:31,https://www.intel.com/content/www/us/en/products/sku/58664/intel-core-i7980-processor-12m-cache-3-33-ghz-4-8-gts-intel-qpi/specifications.html,Legacy Intel® Core™ Processors,Products formerly Gulftown,Desktop,i7-980,32 nm,6,12,3.60 GHz,3.33 GHz,12 MB Intel® Smart Cache,4.8 GT/s,1,130 W,Discontinued,Q2'11,End of Servicing Lifetime,No,24 GB,DDR3 1066,3,"FCLGA1366,LGA1366",1,68.8°C,45mm x 42.5mm,239 mm2,million,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
