product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Instruction Set
27524,"Intel® Pentium® III Processor - S 1.26 GHz, 512K Cache, 133 MHz FSB",2025-03-11 09:31:49,https://www.intel.com/content/www/us/en/products/sku/27524/intel-pentium-iii-processor-s-1-26-ghz-512k-cache-133-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Tualatin,Server,130 nm,1,1.26 GHz,512 KB L2 Cache,133 MHz,30.4 W,1.5V,Discontinued,Q4'01,End of Servicing Updates,Yes,"H-PBGA479,PPGA370,PPGA478",69°C,No,No,32-bit
