product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Description,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Instruction Replay Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
85758,Intel® Xeon® Processor E5-4620 v3,2025-03-11 09:35:31,https://www.intel.com/content/www/us/en/products/sku/85758/intel-xeon-processor-e54620-v3-25m-cache-2-00-ghz/specifications.html,Intel® Xeon® Processor E5 v3 Family,Products formerly Haswell,Server,E5-4620V3,22 nm,$1668.00,10,20,2.60 GHz,2.60 GHz,2.00 GHz,25 MB,8 GT/s,2,105 W,Discontinued,Q2'15,End of Servicing Updates,"Friday, December 31, 2021",No,64BIT MPU 8064401442401 2.000G 25MB FCL>,768 GB,DDR4,4,68 GB/s,46-bit,Yes,4S,3.0,"x4, x8, x16",40,FCLGA2011,4,77.7°C,52.5mm x 51mm,2.0,Yes,No,Yes,64-bit,Intel® AVX2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
