product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
47511,Intel® Celeron® Processor T3300,2025-03-11 09:29:04,https://www.intel.com/content/www/us/en/products/sku/47511/intel-celeron-processor-t3300-1m-cache-2-00-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,T3300,45 nm,2,2.00 GHz,1 MB,800 MHz,35 W,Discontinued,Q1'10,End of Servicing Lifetime,No,PGA478,107 mm2,410 million,No,No,No,Yes,64-bit,No,No,Yes
