product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-up Base Frequency,Configurable TDP-up,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® My WiFi Technology,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® Memory Protection Extensions (Intel® MPX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
97466,Intel® Core™ i7-7600U Processor,2025-03-11 09:41:43,https://www.intel.com/content/www/us/en/products/sku/97466/intel-core-i77600u-processor-4m-cache-up-to-3-90-ghz/specifications.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Mobile,i7-7600U,14 nm,$393.00,2,4,3.90 GHz,3.90 GHz,2.80 GHz,4 MB Intel® Smart Cache,4 GT/s,15 W,2.90 GHz,25 W,800 MHz,7.5 W,Launched,Q3'16,End of Servicing Lifetime,"Tuesday, December 31, 2024",Yes,Industrial Commercial Temp,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,Intel® HD Graphics 620,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,Yes,Yes,3,0x5916,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,"FCBGA1356,FPBGA1356",1,100°C,42mm X 24mm,Yes,Yes,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
