product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,Scenario Design Power (SDP),TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
72013,Intel® Core™ i5-3339Y Processor,2025-03-11 09:43:54,https://www.intel.com/content/www/us/en/products/sku/72013/intel-core-i53339y-processor-3m-cache-up-to-2-00-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3339Y,22 nm,2,4,2.00 GHz,2.00 GHz,1.50 GHz,3 MB,5 GT/s,7 W,13 W,Discontinued,Q1'13,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32 GB,DDR3/L/-RS 1333/1600,2,25.6 GB/s,No,Intel® HD Graphics 4000,350 MHz,850 MHz,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,0x166,FCBGA1023,1,105 C,31mm x 24mm,2.0,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
