product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡
42109,Intel® Core™2 Duo Processor T6670,2025-03-11 09:45:21,https://www.intel.com/content/www/us/en/products/sku/42109/intel-core2-duo-processor-t6670-2m-cache-2-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,T6670,45 nm,2,2.20 GHz,2 MB L2 Cache,800 MHz,35 W,Discontinued,Q3'09,End of Servicing Updates,No,PGA478,105°C,35mm x 35mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,Yes
