product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27145,Intel® Celeron® M Processor 370,2025-03-11 09:29:20,https://www.intel.com/content/www/us/en/products/sku/27145/intel-celeron-m-processor-370-1m-cache-1-50-ghz-400-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Dothan,Mobile,370,90 nm,1,1.50 GHz,1 MB L2 Cache,400 MHz,No,21 W,0 W,1.004V-1.292V,Discontinued,Q2'04,End of Servicing Lifetime,Yes,32-bit,No,"H-PBGA478,H-PBGA479,PPGA478",100°C,35mm x 35mm,87 mm2,144 million,No,No,No,No,32-bit,No,No,No,No,Yes
