product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-up Base Frequency,Configurable TDP-up,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Included Items,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Execution Units,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
193560,Intel® Core™ i3-8145UE Processor,2025-03-11 09:41:35,https://www.intel.com/content/www/us/en/products/sku/193560/intel-core-i38145ue-processor-4m-cache-up-to-3-90-ghz/specifications.html,8th Generation Intel® Core™ i3 Processors,Products formerly Whiskey Lake,Embedded,i3-8145UE,14 nm,$281.00,2,4,3.90 GHz,3.90 GHz,2.20 GHz,4 MB Intel® Smart Cache,4 GT/s,15 W,2.40 GHz,25 W,1.60 GHz,12.5 W,Launched,Q3'18,Yes,Embedded Broad Market Commercial Temp,Premium PCH,64 GB,"DDR4-2400, LPDDR3-2133",2,37.5 GB/s,No,Intel® UHD Graphics 620,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,23,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,Yes,3,0x3EA0,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46 x 24,Yes,Yes,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
