product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
69114,Intel® Core™ i5-3350P Processor,2025-03-11 09:44:01,https://www.intel.com/content/www/us/en/products/sku/69114/intel-core-i53350p-processor-6m-cache-up-to-3-30-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3350P,22 nm,4,4,3.30 GHz,3.30 GHz,3.10 GHz,6 MB Intel® Smart Cache,5 GT/s,69 W,Discontinued,Q3'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32.23 GB,DDR3 1333/1600,2,25.6 GB/s,No,3.0,"up to 1x16, 2x8, 1x8 & 2x4",FCLGA1155,1,67.4°C,37.5mm x 37.5mm,2.0,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
