product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Performance-core Base Frequency,Cache,Total L2 Cache,Processor Base Power,Maximum Turbo Power,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Standard Manageability (ISM) ‡,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
236786,Intel® Core™ i3 processor 14100F,2025-03-11 09:38:46,https://www.intel.com/content/www/us/en/products/sku/236786/intel-core-i3-processor-14100f-12m-cache-up-to-4-70-ghz/specifications.html,Intel® Core™ i3 Processors (14th gen),Products formerly Raptor Lake,Desktop,i3-14100F,Intel 7,$109.00-$119.00,4,4,0,8,4.7 GHz,4.7 GHz,3.5 GHz,12 MB Intel® Smart Cache,5 MB,58 W,110 W,Launched,Q1'24,No,PC/Client/Tablet,View now,192 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,76.8 GB/s,4.0,8,1S Only,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,PCG 2020C,100°C,45.0 mm x 37.5 mm,100 °C,Yes,3.0,Yes,Yes,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
