product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores","# of Low Power Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Low Power Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Low Power Efficient-core Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Maximum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,AI Datatype Support on CPU,AI Software Frameworks Supported by CPU,Marketing Status,Launch Date,Embedded Options Available,Product Tuning (Embedded Uses),Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Xe-cores,Ray Tracing,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Deep Learning Boost (Intel® DL Boost) on GPU,AI Datatype Support on GPU,AI Software Frameworks Supported by GPU,NPU Name‡,Max Frequency,Sparsity Support,Windows Studio Effects Support,AI Datatype Support on NPU,AI Software Frameworks Supported by NPU,Intel® Thunderbolt™ 4,PCI Support,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
239787,Intel® Core™ Ultra 7 Processor 155UL,2025-03-11 09:29:55,https://www.intel.com/content/www/us/en/products/sku/239787/intel-core-ultra-7-processor-155ul-12m-cache-up-to-4-80-ghz/specifications.html,Intel® Core™ Ultra processors (Series 1),Products formerly Meteor Lake,Embedded,155UL,Intel 4,$426.00,12,2,8,2,14,4.8 GHz,4.8 GHz,3.8 GHz,2.1 GHz,1.7 GHz,1.2 GHz,700 MHz,12 MB,15 W,57 W,12 W,28 W,Yes,"Int8, FP16, BF16, FP32","OpenVINO™, WindowsML, ONNX RT",Launched,Q2'24,Yes,Yes,View now,96 GB,Up to DDR5 5600 MT/s,2,No,Intel® Graphics,1.95 GHz,"DP2.1 UHBR20, HDMI2.1",4,Yes,4096 x 2304 @ 60Hz (HDMI 2.1 TMDS) 7680 x 4320 @ 60Hz (HDMI2.1 FRL),7680 x 4320 @ 60Hz,3840x2400 @ 120Hz,12.2,4.6,3.0,2,Yes,Yes,Yes,Yes,Yes,4,0x7D45,Yes,"Int8, FP16, BF16, FP32","OpenVINO™, WindowsML, DirectML, ONNX RT, WebGPU",Intel® AI Boost,1.4 GHz,Yes,Yes,"Int8, FP16, FP32","OpenVINO™, WindowsML, DirectML, ONNX RT",Yes,4.0,"3 (x4) Gen4 + 8 (x1,x2,x4) Gen4",20,FCLGA1851,1,105 °C,45 mm x 37.5mm,No,3.5,Yes,6.0,Yes,Yes,Yes,Yes,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Essentials,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
