product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Physical Address Extensions,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,UART,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Integrated Intel® QuickAssist Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
77978,Intel Atom® Processor C2358,2025-03-11 09:27:15,https://www.intel.com/content/www/us/en/products/sku/77978/intel-atom-processor-c2358-1m-cache-1-70-ghz/specifications.html,Intel Atom® Processor C Series,Products formerly Rangeley,Embedded,C2358,22 nm,$60.00,2,2,2.00 GHz,2.00 GHz,1.70 GHz,1 MB,7 W,Launched,Q3'13,End of Servicing Lifetime,"Wednesday, June 30, 2021",Yes,Communications,16 GB,DDR3/DDR3L 1333,1,36-bit,Yes,2,"x1,x2",8,4,2,4,4x1 or 4x2.5 GbE,2 Interfaces,2,FCBGA1283,34 mm x 28 mm,2.0,No,Yes,64-bit,Yes,Yes,Yes,Yes,Yes
