product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,TCASE,Package Size,Intel® Volume Management Device (VMD),Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Select Technology - Performance Profile,Intel® Speed Select Technology - Base Frequency,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
192453,Intel® Xeon® Gold 6212U Processor,2025-03-11 09:32:51,https://www.intel.com/content/www/us/en/products/sku/192453/intel-xeon-gold-6212u-processor-35-75m-cache-2-40-ghz/specifications.html,2nd Gen Intel® Xeon® Scalable Processors,Products formerly Cascade Lake,Server,6212U,14 nm,$1707.00,24,48,3.90 GHz,2.40 GHz,35.75 MB,0,165 W,Discontinued,Q2'19,ESU Notification Issued,"Monday, June 30, 2025",No,1 TB,DDR4-2933,2933 MHz,6,Yes,Yes,1S Only,3.0,48,FCLGA3647,90°C,76.0mm x 56.5mm,Yes,Yes,No,No,Yes,Yes,No,2.0,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
