product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,Processing Die Size,"# of Processing Die Transistors",Instruction Set
42104,Intel® Celeron® Processor T3500,2025-03-11 09:29:02,https://www.intel.com/content/www/us/en/products/sku/42104/intel-celeron-processor-t3500-1m-cache-2-10-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,T3500,45 nm,2,2.10 GHz,1 MB,800 MHz,35 W,Discontinued,Q3'10,End of Servicing Lifetime,No,PGA478,107 mm2,410 million,64-bit
