product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Supply Status,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Sockets Supported,Max CPU Configuration,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65735,Intel® Xeon® Processor E3-1220L v2,2025-03-11 09:37:02,https://www.intel.com/content/www/us/en/products/sku/65735/intel-xeon-processor-e31220l-v2-3m-cache-2-30-ghz/specifications.html,Intel® Xeon® Processor E3 v2 Family,Products formerly Ivy Bridge,Server,E3-1220LV2,22 nm,2,4,3.50 GHz,3.50 GHz,2.30 GHz,3 MB Intel® Smart Cache,5 GT/s,17 W,Discontinued,Q2'12,Discontinued,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32.23 GB,DDR3 1333/1600,2,25.6 GB/s,Yes,3.0,"1x16 & 1x4, 2x8 & 1x4 or 1x8 & 3x4",FCLGA1155,1,37.5mm x 37.5mm,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes
