product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
68332,Intel® Core™ i3-2115C Processor,2025-03-11 09:44:14,https://www.intel.com/content/www/us/en/products/sku/68332/intel-core-i32115c-processor-3m-cache-2-00-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Gladden,Embedded,i3-2115C,2,4,2.00 GHz,3 MB Intel® Smart Cache,5 GT/s,25 W,Discontinued,Q2'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,Communications,32 GB,DDR3 1066/1333,2,21.3 GB/s,Yes,2,1x16 1x4 or 2x8 1x4 or 1x8 3x4,16,FCBGA1284,100°C,37.5mm x 37.5 mm,No,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
