product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Burst Frequency,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Graphics Base Frequency,Graphics Burst Frequency,Graphics Video Max Memory,Graphics Output,Execution Units,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Secure Boot,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Thermal Monitoring Technologies,Intel® HD Audio Technology,Intel® Identity Protection Technology ‡,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® Smart Response Technology,4G WiMAX Wireless Technology,Intel® Virtualization Technology for Itanium (VT-i),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® OS Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
91534,Intel® Celeron® Processor J3060,2025-03-11 09:28:17,https://www.intel.com/content/www/us/en/products/sku/91534/intel-celeron-processor-j3060-2m-cache-up-to-2-48-ghz/specifications.html,Intel® Celeron® Processor J Series,Products formerly Braswell,Desktop,J3060,14 nm,$107.00,2,2,2.48 GHz,1.60 GHz,2 MB L2 Cache,6 W,Discontinued,Q1'16,End of Servicing Lifetime,"Thursday, June 30, 2022",No,8 GB,DDR3L-1600,2,No,320 MHz,700 MHz,8 GB,eDP/DP/HDMI,12,Yes,Yes,Yes,No,Yes,Yes,3,2.0,1x4/2x2/1x2 + 2x1/4x1,4,5,2.0/3.0,5,No,Yes,Yes,2,FCBGA1170,1,90°C,25mm x 27mm,No,No,Yes,No,Yes,64-bit,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes
