product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Processing Die Size,"# of Processing Die Transistors",Instruction Set
27338,"Mobile Intel® Celeron® Processor LV 650 MHz, 256K Cache, 100 MHz FSB",2025-03-11 09:29:33,https://www.intel.com/content/www/us/en/products/sku/27338/mobile-intel-celeron-processor-lv-650-mhz-256k-cache-100-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Tualatin,Mobile,130 nm,1,650 MHz,256 KB,100 MHz,No,8.3 W,1.1V,Discontinued,Q4'01,End of Servicing Lifetime,Yes,H-PBGA479,100°C,80 mm2,44 million,32-bit
