product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27217,Intel® Xeon® Processor 5140,2025-03-11 09:38:12,https://www.intel.com/content/www/us/en/products/sku/27217/intel-xeon-processor-5140-4m-cache-2-33-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Woodcrest,Server,5140,65 nm,2,2.33 GHz,4 MB L2 Cache,1333 MHz,Yes,65 W,0 W,"B2=1.0V-1.5V, G0=.85V-1.5V",Discontinued,Q2'06,End of Servicing Lifetime,Yes,LGA771,65°C,37.5mm x 37.5mm,143 mm2,291 million,No,No,Yes,No,Yes,64-bit,Yes,Yes,No,Yes,No,Yes
