product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,PCI Support,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Matrix Storage Technology,Intel® Identity Protection Technology ‡,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
81017,Intel® Core™ i3-4120U Processor,2025-03-11 09:43:39,https://www.intel.com/content/www/us/en/products/sku/81017/intel-core-i34120u-processor-3m-cache-2-00-ghz/specifications.html,4th Generation Intel® Core™ i3 Processors,Products formerly Haswell,Mobile,i3-4120U,22 nm,2,4,2.00 GHz,3 MB,5 GT/s,15 W,Discontinued,Q2'14,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,Intel® HD Graphics 4400,200 MHz,1.00 GHz,2 GB,eDP/DP/HDMI,3200x2000@60Hz,3200x2000@60Hz,N/A,11.2/12,4.3,Yes,Yes,No,Yes,3,0xA16,No,2.0,"4x1, 2x4",12,4,3.0,4,No,No,Yes,Yes,4,FCBGA1168,1,100°C,40mm x 24mm x 1.5mm,No,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,9.5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
