product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Use Conditions,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36695,Intel® Core™2 Duo Processor SU9300,2025-03-11 09:45:36,https://www.intel.com/content/www/us/en/products/sku/36695/intel-core2-duo-processor-su9300-3m-cache-1-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,SU9300,45 nm,PC/Client/Tablet,2,1.20 GHz,3 MB L2 Cache,800 MHz,No,10 W,1.050V-1.150V,Discontinued,Q3'08,End of Servicing Updates,Yes,BGA956,105°C,22mm x 22mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,No,Yes,Yes
