product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
88096,Intel® Xeon® Processor E3-1258L v4,2025-03-11 09:36:48,https://www.intel.com/content/www/us/en/products/sku/88096/intel-xeon-processor-e31258l-v4-6m-cache-1-80-ghz/specifications.html,Intel® Xeon® Processor E3 v4 Family,Products formerly Broadwell,Embedded,E3-1258LV4,14 nm,$393.00,4,8,3.20 GHz,3.20 GHz,1.80 GHz,6 MB Intel® Smart Cache,5 GT/s,47 W,Discontinued,Q2'15,End of Servicing Lifetime,"Wednesday, June 30, 2021",Yes,32 GB,DDR3L 1600,2,25.6 GB/s,Yes,700 MHz,1.00 GHz,eDP/DP/HDMI/VGA,2560x1600@60Hz,4096x2304@60Hz,11.2,4.3,Yes,Yes,Yes,Yes,3,1S Only,3.0,Up to 1x16 2x8 1x8 2x4,16,FCBGA1364,1,105°C,37.5mm x 32mm x 1.8mm,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
