product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Graphics Base Frequency,Sockets Supported,Package Size,Intel® Hyper-Threading Technology ‡,Instruction Set,Intel® Virtualization Technology (VT-x) ‡
70105,Intel Atom® Processor Z2760,2025-03-11 09:27:42,https://www.intel.com/content/www/us/en/products/sku/70105/intel-atom-processor-z2760-1m-cache-1-80-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Cloverview,Mobile,Z2760,32 nm,2,4,1.80 GHz,1 MB L2 Cache,Discontinued,Q3'12,No,2.4 GB,LPDDR2 800,2,6.4 GB/s,No,533 MHz,FC-MB4760,14mm x 14mm,Yes,32-bit,No
