product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
66660,Intel® Pentium® Processor 1405,2025-03-11 09:30:44,https://www.intel.com/content/www/us/en/products/sku/66660/intel-pentium-processor-1405-5m-cache-1-2-ghz/specifications.html,Intel® Pentium® Processor 1000 Series,Products formerly Sandy Bridge EN,Server,1405,32 nm,$143.00,2,2,1.80 GHz,1.20 GHz,5 MB Intel® Smart Cache,0 GT/s,1,40 W,Discontinued,Q2'12,End of Servicing Updates,"Tuesday, December 31, 2019",Yes,375 GB,DDR3 800/1066,2,25 GB/s,Yes,2S Only,3.0,24,FCLGA1356,1,45mm x 42.5mm,No,No,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes
