product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
35460,Intel Atom® Processor Z540,2025-03-11 09:27:56,https://www.intel.com/content/www/us/en/products/sku/35460/intel-atom-processor-z540-512k-cache-1-86-ghz-533-mhz-fsb/specifications.html,Legacy Intel Atom® Processors,Products formerly Silverthorne,Mobile,Z540,45 nm,1,1.86 GHz,512 KB L2 Cache,533 MHz,No,2.4 W,0.96 W,0.75 -1.1V,Discontinued,Q2'08,End of Servicing Lifetime,No,PBGA441,90°C,13mm x 14mm,26 mm2,47 million,No,Yes,Yes,No,No,32-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3",Yes,Yes,Yes,Yes,No,Yes
