product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Macrovision* License Required,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
56056,Intel® Celeron® Processor 847,2025-03-11 09:28:59,https://www.intel.com/content/www/us/en/products/sku/56056/intel-celeron-processor-847-2m-cache-1-10-ghz/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Sandy Bridge,Mobile,847,32 nm,$134.00,2,1.10 GHz,2 MB L3 Cache,5 GT/s,17 W,Discontinued,Q2'11,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,350 MHz,800 MHz,eDP/DP/HDMI/SDVO/CRT,Yes,No,No,2,2.0,"1x16, 2x8, 1x8 2x4",16,FCBGA1023,1,100,31.0mm x 24.0mm (BGA1023),No,No,Yes,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
