product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
69669,Intel® Pentium® Processor B980,2025-03-11 09:30:51,https://www.intel.com/content/www/us/en/products/sku/69669/intel-pentium-processor-b980-2m-cache-2-40-ghz/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Sandy Bridge,Mobile,B980,32 nm,2,2,2.40 GHz,2 MB,5 GT/s,35 W,Discontinued,Q2'12,End of Servicing Updates,"Tuesday, December 31, 2019",No,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,Intel® HD Graphics for 2nd Generation Intel® Processors,650 MHz,1.15 GHz,eDP/DP/HDMI/SDVO/CRT,No,No,Yes,No,2,2.0,"1x16, 2x8, 1x8 2x4",16,"FCPGA988,PGA988",1,85C,37.5mmx37.5mm (rPGA988B),No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No
