product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Burst Frequency,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Burst Frequency,Graphics Max Dynamic Frequency,Execution Units,"# of Displays Supported ‡",Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Idle States,Thermal Monitoring Technologies,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
205686,Intel® Pentium® Processor 6805,2025-03-11 09:30:36,https://www.intel.com/content/www/us/en/products/sku/205686/intel-pentium-processor-6805-4m-cache-up-to-3-00-ghz/specifications.html,Intel® Pentium® Processor 6800 Series,Products formerly Ice Lake,Mobile,6805,10 nm,2,4,3.00 GHz,3.00 GHz,1.10 GHz,4 MB,15 W,Discontinued,Q4'20,No,PC/Client/Tablet,View now,64 GB,"DDR4-3200, LPDDR4-3733",2,No,Intel® UHD Graphics for 10th Gen Intel® Processors,300 MHz,850 MHz,850 MHz,32,3,FCBGA1526,1,100°C,50mm x 25mm,2.0,Yes,No,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
