product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
97130,Intel® Core™ i3-7101E Processor,2025-03-11 09:41:54,https://www.intel.com/content/www/us/en/products/sku/97130/intel-core-i37101e-processor-3m-cache-3-90-ghz/specifications.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Desktop,i3-7101E,14 nm,$117.00,2,4,3.90 GHz,3 MB Intel® Smart Cache,54 W,Launched,Q1'17,End of Servicing Updates,"Sunday, March 31, 2024",Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",View now,64 GB,"DDR3L-1600, DDR4-2400",2,34.1 GB/s,Yes,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,N/A,12,4.5,Yes,Yes,Yes,3,0x5902,1S Only,3.0,"1x16,2x8,1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,Yes,No,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
