product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
34444,Intel® Core™2 Extreme Processor QX9770,2025-03-11 09:45:45,https://www.intel.com/content/www/us/en/products/sku/34444/intel-core2-extreme-processor-qx9770-12m-cache-3-20-ghz-1600-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Yorkfield,Desktop,QX9770,45 nm,4,3.20 GHz,12 MB L2 Cache,1600 MHz,No,136 W,0.8500V-1.3625V,Discontinued,Q1'08,End of Servicing Lifetime,No,LGA775,55.5°C,37.5mm x 37.5mm,214 mm2,820 million,No,No,Yes,Yes,64-bit,Yes,Yes,No,Yes,No,No,Yes
