product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,eDRAM,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,Package Size,Intel® Turbo Boost Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Virtualization Technology for Itanium (VT-i),Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
88095,Intel® Core™ i5-5675C Processor,2025-03-11 09:42:36,https://www.intel.com/content/www/us/en/products/sku/88095/intel-core-i55675c-processor-4m-cache-up-to-3-60-ghz/specifications.html,5th Generation Intel® Core™ i5 Processors,Products formerly Broadwell,Desktop,i5-5675C,14 nm,4,3.60 GHz,3.60 GHz,3.10 GHz,4 MB,5 GT/s,65 W,2.10 GHz,37 W,Discontinued,Q2'15,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,32 GB,DDR3L-1333/1600 @ 1.5V,2,25.6 GB/s,No,Intel® Iris® Pro Graphics 6200,300 MHz,1.10 GHz,32 GB,128 MB,eDP/DP/HDMI/DVI/VGA,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,1920x1200@60Hz,11.2,4.3,Yes,Yes,Yes,Yes,Yes,3,0x1622,1S Only,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1150,1,PCA 2013D,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
