product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Cache,Bus Speed,Configurable TDP-up Base Frequency,Configurable TDP-up,Configurable TDP-down Base Frequency,Configurable TDP-down,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Adaptix™ Technology,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Idle States,Thermal Monitoring Technologies,Intel® Software Guard Extensions (Intel® SGX),Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
196655,Intel® Core™ i7-11370H Processor,2025-03-11 09:40:05,https://www.intel.com/content/www/us/en/products/sku/196655/intel-core-i711370h-processor-12m-cache-up-to-4-80-ghz-with-ipu/specifications.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,i7-11370H,10 nm SuperFin,4,8,4.80 GHz,12 MB Intel® Smart Cache,4 GT/s,3.30 GHz,35 W,3.00 GHz,28 W,Yes,Discontinued,Q1'21,No,View now,64 GB,"DDR4-3200, LPDDR4x-4267",2,No,Intel® Iris® Xe Graphics,1.35 GHz,"eDP 1.4b, MIPI-DSI 2.0, DP 1.4, HDMI 2.0b",96,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,3.0,2,Yes,Yes,4,0x9A49,Yes,Gen 4,Gen 3,"FCBGA1449,FCLGA1449",1,100°C,45.5mm x 25mm,Yes,2.0,6.0,Yes,Yes,Yes,1.1,Yes,Yes,Yes,2.0,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
