product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Cache,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,Graphics Base Frequency,Graphics Burst Frequency,Graphics Output,"# of Displays Supported ‡","# of USB Ports",USB Revision,General Purpose IO,UART,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Smart Idle Technology,Intel® AES New Instructions,Secure Key,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡
70102,Intel Atom® Processor Z3480,2025-03-11 09:27:39,https://www.intel.com/content/www/us/en/products/sku/70102/intel-atom-processor-z3480-1m-cache-up-to-2-13-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Merrifield,Mobile,Z3480,22 nm,2,2.13 GHz,1 MB Intel® Smart Cache,Discontinued,Q1'14,End of Servicing Lifetime,No,4 GB,LPDDR3 1066,2,8.5 GB/s,32-bit,457 MHz,533 MHz,MIPI-DSI,2,2,2.0/3.0,175,3,FC-MB5796,1,90°C,12mm x 12mm,Yes,64-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3, Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
