product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
69364,Intel® Pentium® Processor G645T,2025-03-11 09:30:51,https://www.intel.com/content/www/us/en/products/sku/69364/intel-pentium-processor-g645t-3m-cache-2-50-ghz/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Sandy Bridge,Desktop,G645T,32 nm,$64.00,2,2,2.50 GHz,3 MB Intel® Smart Cache,5 GT/s,35 W,Discontinued,Q3'12,Q3'2013,End of Servicing Updates,"Tuesday, December 31, 2019",No,32 GB,DDR3 1066,2,17 GB/s,Intel® HD Graphics for 2nd Generation Intel® Processors,650 MHz,1.10 GHz,No,No,Yes,No,2,2.0,16,FCLGA1155,1,65.0°C,37.5mm x 37.5mm,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
