product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
37005,Intel® Core™2 Duo Processor T9800,2025-03-11 09:45:31,https://www.intel.com/content/www/us/en/products/sku/37005/intel-core2-duo-processor-t9800-6m-cache-2-93-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,T9800,45 nm,2,2.93 GHz,6 MB L2 Cache,1066 MHz,No,35 W,Discontinued,Q4'08,End of Servicing Updates,No,"BGA479,PGA478",105°C,35mm x 35mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,No,Yes,No,Yes,Yes
