product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Instruction Set,Execute Disable Bit ‡
27117,Intel® Celeron® D Processor 335/335J,2025-03-11 09:29:32,https://www.intel.com/content/www/us/en/products/sku/27117/intel-celeron-d-processor-335335j-256k-cache-2-80-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Prescott,Desktop,335,90 nm,1,2.80 GHz,256 KB L2 Cache,533 MHz,73 W,1.250V-1.400V,Discontinued,Q2'04,End of Servicing Lifetime,Yes,"PLGA478,PLGA775,PPGA478",67°C,112 mm2,125 million,No,No,32-bit,Yes
