product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
33916,Intel® Core™2 Duo Processor T8100,2025-03-11 09:45:47,https://www.intel.com/content/www/us/en/products/sku/33916/intel-core2-duo-processor-t8100-3m-cache-2-10-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,T8100,45 nm,2,2.10 GHz,3 MB L2 Cache,800 MHz,No,35 W,1.000V-1.250V,Discontinued,Q1'08,End of Servicing Updates,No,"BGA479,PGA478",105°C,35mm x 35mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,Yes,No,No,Yes
