product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Use Conditions,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
37258,Intel® Celeron® Processor T3100,2025-03-11 09:29:08,https://www.intel.com/content/www/us/en/products/sku/37258/intel-celeron-processor-t3100-1m-cache-1-90-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,T3100,45 nm,$62.00,PC/Client/Tablet,2,1.90 GHz,1 MB L2 Cache,800 MHz,No,35 W,1.00V-1.250V,Discontinued,Q3'08,End of Servicing Lifetime,Yes,"BGA479,PGA478",105°C,35mm,107 mm2,410 million,No,No,No,Yes,64-bit,No,No,No,Yes
