product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Support,PCI Express Revision,Max # of PCI Express Lanes,UART,Sockets Supported,Intel® Hyper-Threading Technology ‡,Instruction Set,Intel® Virtualization Technology (VT-x) ‡
71267,Intel Atom® Processor S1260,2025-03-11 09:27:25,https://www.intel.com/content/www/us/en/products/sku/71267/intel-atom-processor-s1260-1m-cache-2-00-ghz/specifications.html,Intel Atom® Processor S Series,Products formerly Centerton,Server,S1260,32 nm,2,4,2.00 GHz,1 MB,8.5 W,Discontinued,Q4'12,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,8 GB,DDR3 1333,1,10.6 GB/s,Yes,PCI Support,2.0,8,UART,FCBGA1283,Yes,64-bit,Yes
