product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,DirectX* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
84809,Intel® Celeron® Processor 3205U,2025-03-11 09:28:39,https://www.intel.com/content/www/us/en/products/sku/84809/intel-celeron-processor-3205u-2m-cache-1-50-ghz/specifications.html,Intel® Celeron® Processor 3000 Series,Products formerly Broadwell,Mobile,3205U,14 nm,2,2,1.50 GHz,2 MB,5 GT/s,15 W,600 MHz,10 W,Discontinued,Q1'15,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,16 GB,DDR3L 1333/1600 LPDDR3 1333/1600,2,25.6 GB/s,Intel® HD Graphics for 5th Generation Intel® Processors,100 MHz,800 MHz,eDP/DP/HDMI,11.2/12,Yes,Yes,Yes,No,Yes,3,2.0,4x1 2x4,12,FCBGA1168,1,105°C,40mm x 24mm x 1.3mm,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes
