product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,eDRAM,Execution Units,Intel® Quick Sync Video,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video Technology,"# of Displays Supported ‡",Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
88041,Intel® Xeon® Processor E3-1265L v4,2025-03-11 09:36:48,https://www.intel.com/content/www/us/en/products/sku/88041/intel-xeon-processor-e31265l-v4-6m-cache-2-30-ghz/specifications.html,Intel® Xeon® Processor E3 v4 Family,Products formerly Broadwell,Server,E3-1265LV4,14 nm,4,8,3.30 GHz,3.30 GHz,2.30 GHz,6 MB,5 GT/s,0,35 W,Discontinued,Q2'15,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,32 GB,DDR3 and DDR3L 1333/1600/1866 at 1.5V,2,29.8 GB/s,Yes,300 MHz,1.05 GHz,32 GB,128 MB,48,Yes,Yes,Yes,3,1S Only,3.0,1x16,16,FCLGA1150,1,PCG 2013B,37.5mm x 37.5mm,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes
