product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
37133,Intel® Core™2 Solo Processor ULV SU3500,2025-03-11 09:45:29,https://www.intel.com/content/www/us/en/products/sku/37133/intel-core2-solo-processor-ulv-su3500-3m-cache-1-40-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,SU3500,45 nm,1,1.40 GHz,3 MB L2 Cache,800 MHz,No,5.5 W,1.050V-1.150V,Discontinued,Q2'09,End of Servicing Updates,No,BGA956,100°C,22mm x 22mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,No,Yes,Yes
