product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Included Items,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
77780,Intel® Core™ i7-4930K Processor,2025-03-11 09:40:30,https://www.intel.com/content/www/us/en/products/sku/77780/intel-core-i74930k-processor-12m-cache-up-to-3-90-ghz/specifications.html,Intel® Core™ X-series Processors,Products formerly Ivy Bridge E,Desktop,i7-4930K,22 nm,$594.00,6,12,3.90 GHz,3.90 GHz,3.40 GHz,12 MB Intel® Smart Cache,5 GT/s,0,130 W,Discontinued,Q3'13,End of Servicing Lifetime,"Tuesday, June 30, 2020",No,Please note: The boxed product does not include a fan or heat sink,View now,64 GB,DDR3 1333/1600/1866,4,59.7 GB/s,No,1S Only,3.0,40,FCLGA2011,1,66.8,52.5mm x 45.0mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.2, Intel® AVX",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
