product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
46488,Intel® Xeon® Processor E6510,2025-03-11 09:37:32,https://www.intel.com/content/www/us/en/products/sku/46488/intel-xeon-processor-e6510-12m-cache-1-73-ghz-4-80-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E6510,4,8,1.73 GHz,1.73 GHz,12 MB L3 Cache,4.8 GT/s,105 W,Discontinued,Q1'10,Q4'2012,End of Servicing Lifetime,No,FCLGA1567,64°C,Yes,Yes,Yes,Yes,Yes,Yes
