product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,eDRAM,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Max CPU Configuration,TJUNCTION,Package Size,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® My WiFi Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® Memory Protection Extensions (Intel® MPX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
97666,Intel® Core™ i3-7167U Processor,2025-03-11 09:41:56,https://www.intel.com/content/www/us/en/products/sku/97666/intel-core-i37167u-processor-3m-cache-2-80-ghz/specifications.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Mobile,i3-7167U,14 nm,2,4,2.80 GHz,3 MB,4 GT/s,28 W,23 W,Discontinued,Q1'17,End of Servicing Lifetime,"Tuesday, December 31, 2024",No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,Intel® Iris® Plus Graphics 650,300 MHz,1.00 GHz,32 GB,64 MB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,N/A,12,4.5,Yes,Yes,Yes,Yes,3,0x5927,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,1,100°C,42mm X 24mm,Yes,No,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
