product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
88181,Intel® Core™ i3-6100TE Processor,2025-03-11 09:42:22,https://www.intel.com/content/www/us/en/products/sku/88181/intel-core-i36100te-processor-4m-cache-2-70-ghz/specifications.html,6th Generation Intel® Core™ i3 Processors,Products formerly Skylake,Embedded,i3-6100TE,14 nm,$117.00,2,4,2.70 GHz,4 MB Intel® Smart Cache,8 GT/s,35 W,Launched,Q4'15,End of Servicing Lifetime,"Friday, September 30, 2022",Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",View now,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,Yes,Intel® HD Graphics 530,350 MHz,1.00 GHz,64 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,N/A,12,4.5,Yes,Yes,Yes,Yes,3,0x1912,1S Only,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,PCG 2015A (35W),37.5mm x 37.5mm,No,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
